job_id,skill,skill_category,skill_level
EQ0CX5J1IIPN,Computer Vision,ML,Intermediate
EQ0CX5J1IIPN,TensorFlow,ML,Intermediate
EQ0CX5J1IIPN,PyTorch,ML,Intermediate
21TRBXAZVVJQ,PyTorch,ML,Intermediate
21TRBXAZVVJQ,NLP,ML,Basic
21TRBXAZVVJQ,Python,Programming,Basic
21TRBXAZVVJQ,SQL,Programming,Basic
VRJO59VRYR26,NLP,ML,Advanced
VRJO59VRYR26,AWS,Cloud,Intermediate
VRJO59VRYR26,Scikit-learn,ML,Advanced
VRJO59VRYR26,Azure,Cloud,Advanced
VRJO59VRYR26,GCP,Cloud,Intermediate
S320HMH74UZ5,AWS,Cloud,Advanced
S320HMH74UZ5,SQL,Programming,Advanced
S320HMH74UZ5,Scikit-learn,ML,Basic
S320HMH74UZ5,Azure,Cloud,Intermediate
S320HMH74UZ5,NLP,ML,Intermediate
S320HMH74UZ5,R,Programming,Intermediate
0RUDBRSIV34J,Azure,Cloud,Intermediate
0RUDBRSIV34J,AWS,Cloud,Intermediate
0RUDBRSIV34J,SQL,Programming,Advanced
XVXYI1O46MZJ,NLP,ML,Intermediate
XVXYI1O46MZJ,GCP,Cloud,Advanced
XVXYI1O46MZJ,SQL,Programming,Intermediate
XVXYI1O46MZJ,PyTorch,ML,Basic
5O9COOZE9MCJ,Azure,Cloud,Advanced
5O9COOZE9MCJ,R,Programming,Advanced
5O9COOZE9MCJ,Computer Vision,ML,Advanced
5O9COOZE9MCJ,TensorFlow,ML,Basic
DHX16H7009WV,Python,Programming,Intermediate
DHX16H7009WV,R,Programming,Advanced
DHX16H7009WV,Computer Vision,ML,Advanced
DHX16H7009WV,SQL,Programming,Basic
TPQCMSV1R9Y7,Azure,Cloud,Advanced
TPQCMSV1R9Y7,Scikit-learn,ML,Basic
TPQCMSV1R9Y7,SQL,Programming,Basic
TPQCMSV1R9Y7,Python,Programming,Basic
TPQCMSV1R9Y7,PyTorch,ML,Basic
AXUHZD9OUQJA,R,Programming,Advanced
AXUHZD9OUQJA,AWS,Cloud,Advanced
AXUHZD9OUQJA,Azure,Cloud,Advanced
AXUHZD9OUQJA,GCP,Cloud,Intermediate
AXUHZD9OUQJA,PyTorch,ML,Basic
AXUHZD9OUQJA,NLP,ML,Advanced
DEVCJZXCV21R,Computer Vision,ML,Intermediate
DEVCJZXCV21R,NLP,ML,Advanced
DEVCJZXCV21R,GCP,Cloud,Intermediate
DEVCJZXCV21R,AWS,Cloud,Advanced
DEVCJZXCV21R,Azure,Cloud,Basic
DEVCJZXCV21R,Scikit-learn,ML,Basic
NETUY56H2FF2,TensorFlow,ML,Basic
NETUY56H2FF2,Scikit-learn,ML,Advanced
NETUY56H2FF2,AWS,Cloud,Intermediate
NETUY56H2FF2,Computer Vision,ML,Intermediate
NETUY56H2FF2,R,Programming,Basic
WD0G2VORFSL0,NLP,ML,Intermediate
WD0G2VORFSL0,Azure,Cloud,Advanced
WD0G2VORFSL0,Scikit-learn,ML,Advanced
6I17ETMYSBTL,PyTorch,ML,Basic
6I17ETMYSBTL,TensorFlow,ML,Intermediate
6I17ETMYSBTL,Python,Programming,Intermediate
6I17ETMYSBTL,AWS,Cloud,Intermediate
6I17ETMYSBTL,NLP,ML,Advanced
6I17ETMYSBTL,GCP,Cloud,Advanced
ATDUX63RR8JP,PyTorch,ML,Intermediate
ATDUX63RR8JP,Python,Programming,Advanced
ATDUX63RR8JP,AWS,Cloud,Basic
ATDUX63RR8JP,Computer Vision,ML,Intermediate
ATDUX63RR8JP,TensorFlow,ML,Advanced
ATDUX63RR8JP,Scikit-learn,ML,Intermediate
2K1IHKPJU9HR,Python,Programming,Intermediate
2K1IHKPJU9HR,R,Programming,Basic
2K1IHKPJU9HR,SQL,Programming,Basic
2K1IHKPJU9HR,Scikit-learn,ML,Basic
GRH5RKLLFVA6,R,Programming,Intermediate
GRH5RKLLFVA6,NLP,ML,Advanced
GRH5RKLLFVA6,TensorFlow,ML,Intermediate
GRH5RKLLFVA6,Azure,Cloud,Basic
PVJ8RI8NU17U,NLP,ML,Advanced
PVJ8RI8NU17U,AWS,Cloud,Advanced
PVJ8RI8NU17U,Azure,Cloud,Intermediate
NWXSS3SVY65Q,Azure,Cloud,Basic
NWXSS3SVY65Q,GCP,Cloud,Intermediate
NWXSS3SVY65Q,Scikit-learn,ML,Basic
NWXSS3SVY65Q,NLP,ML,Basic
NWXSS3SVY65Q,TensorFlow,ML,Advanced
NWXSS3SVY65Q,AWS,Cloud,Intermediate
7CP4LMJRJPFF,Computer Vision,ML,Basic
7CP4LMJRJPFF,PyTorch,ML,Basic
7CP4LMJRJPFF,SQL,Programming,Intermediate
CTUSLR5T9EGV,SQL,Programming,Advanced
CTUSLR5T9EGV,Scikit-learn,ML,Advanced
CTUSLR5T9EGV,Azure,Cloud,Intermediate
EILNB0CIKGO4,SQL,Programming,Basic
EILNB0CIKGO4,R,Programming,Advanced
EILNB0CIKGO4,Computer Vision,ML,Intermediate
MH5HZWR73YAO,AWS,Cloud,Basic
MH5HZWR73YAO,Python,Programming,Advanced
MH5HZWR73YAO,NLP,ML,Intermediate
MH5HZWR73YAO,SQL,Programming,Intermediate
MH5HZWR73YAO,Scikit-learn,ML,Basic
RRWWS4FZRG4P,Python,Programming,Intermediate
RRWWS4FZRG4P,PyTorch,ML,Basic
RRWWS4FZRG4P,Scikit-learn,ML,Intermediate
RRWWS4FZRG4P,AWS,Cloud,Advanced
RRWWS4FZRG4P,SQL,Programming,Intermediate
RRWWS4FZRG4P,Computer Vision,ML,Intermediate
IPNARUR37921,Python,Programming,Basic
IPNARUR37921,Scikit-learn,ML,Advanced
IPNARUR37921,R,Programming,Advanced
VFV991AC7WZY,NLP,ML,Intermediate
VFV991AC7WZY,GCP,Cloud,Intermediate
VFV991AC7WZY,AWS,Cloud,Intermediate
VFV991AC7WZY,Azure,Cloud,Basic
VFV991AC7WZY,Computer Vision,ML,Intermediate
VFV991AC7WZY,TensorFlow,ML,Basic
ILKCMRCPHT10,R,Programming,Basic
ILKCMRCPHT10,PyTorch,ML,Advanced
ILKCMRCPHT10,Computer Vision,ML,Intermediate
ILKCMRCPHT10,Scikit-learn,ML,Basic
QBSSALLHTAHO,R,Programming,Advanced
QBSSALLHTAHO,Azure,Cloud,Basic
QBSSALLHTAHO,AWS,Cloud,Intermediate
QBSSALLHTAHO,GCP,Cloud,Basic
BQZACGBVQCED,AWS,Cloud,Advanced
BQZACGBVQCED,Scikit-learn,ML,Intermediate
BQZACGBVQCED,TensorFlow,ML,Basic
BQZACGBVQCED,GCP,Cloud,Advanced
BQZACGBVQCED,R,Programming,Intermediate
BQZACGBVQCED,NLP,ML,Basic
5SMQ5UFK8ULI,Scikit-learn,ML,Intermediate
5SMQ5UFK8ULI,AWS,Cloud,Basic
5SMQ5UFK8ULI,Azure,Cloud,Intermediate
5SMQ5UFK8ULI,TensorFlow,ML,Intermediate
5SMQ5UFK8ULI,GCP,Cloud,Basic
5SMQ5UFK8ULI,R,Programming,Basic
NHOJ7H4217PF,Scikit-learn,ML,Intermediate
NHOJ7H4217PF,NLP,ML,Intermediate
NHOJ7H4217PF,GCP,Cloud,Basic
N7UQI62K3L0W,TensorFlow,ML,Advanced
N7UQI62K3L0W,R,Programming,Basic
N7UQI62K3L0W,SQL,Programming,Intermediate
N7UQI62K3L0W,Azure,Cloud,Basic
N7UQI62K3L0W,AWS,Cloud,Basic
N7UQI62K3L0W,Scikit-learn,ML,Advanced
30X0TATLLQHR,TensorFlow,ML,Advanced
30X0TATLLQHR,SQL,Programming,Intermediate
30X0TATLLQHR,AWS,Cloud,Basic
30X0TATLLQHR,Python,Programming,Basic
7AKN207KIOAY,Scikit-learn,ML,Intermediate
7AKN207KIOAY,SQL,Programming,Intermediate
7AKN207KIOAY,NLP,ML,Advanced
7AKN207KIOAY,Python,Programming,Advanced
7AKN207KIOAY,Computer Vision,ML,Advanced
7AKN207KIOAY,Azure,Cloud,Basic
DXAJXMB5LTBX,PyTorch,ML,Advanced
DXAJXMB5LTBX,AWS,Cloud,Intermediate
DXAJXMB5LTBX,Azure,Cloud,Basic
DXAJXMB5LTBX,R,Programming,Intermediate
DXAJXMB5LTBX,TensorFlow,ML,Intermediate
Y7NVLIPMZ638,SQL,Programming,Intermediate
Y7NVLIPMZ638,Python,Programming,Basic
Y7NVLIPMZ638,NLP,ML,Advanced
Y7NVLIPMZ638,TensorFlow,ML,Basic
Y7NVLIPMZ638,R,Programming,Advanced
Y7NVLIPMZ638,Scikit-learn,ML,Basic
5KLS0RSHM215,NLP,ML,Basic
5KLS0RSHM215,TensorFlow,ML,Advanced
5KLS0RSHM215,AWS,Cloud,Intermediate
5KLS0RSHM215,SQL,Programming,Advanced
5KLS0RSHM215,Computer Vision,ML,Basic
5KLS0RSHM215,R,Programming,Advanced
OIV10JH6ZAZ5,Python,Programming,Basic
OIV10JH6ZAZ5,R,Programming,Intermediate
OIV10JH6ZAZ5,TensorFlow,ML,Basic
KYN0BU8HRAV8,Python,Programming,Advanced
KYN0BU8HRAV8,Scikit-learn,ML,Intermediate
KYN0BU8HRAV8,GCP,Cloud,Advanced
KYN0BU8HRAV8,NLP,ML,Intermediate
KYN0BU8HRAV8,Azure,Cloud,Basic
KYN0BU8HRAV8,R,Programming,Intermediate
KVYTNDJJO9NI,Azure,Cloud,Basic
KVYTNDJJO9NI,AWS,Cloud,Intermediate
KVYTNDJJO9NI,TensorFlow,ML,Advanced
KVYTNDJJO9NI,Scikit-learn,ML,Intermediate
KVYTNDJJO9NI,Python,Programming,Advanced
QG527V72W7RN,Python,Programming,Basic
QG527V72W7RN,Azure,Cloud,Advanced
QG527V72W7RN,Computer Vision,ML,Intermediate
QG527V72W7RN,SQL,Programming,Intermediate
QG527V72W7RN,R,Programming,Basic
QG527V72W7RN,PyTorch,ML,Advanced
XDMR7BJN7C41,SQL,Programming,Advanced
XDMR7BJN7C41,Python,Programming,Intermediate
XDMR7BJN7C41,TensorFlow,ML,Intermediate
XDMR7BJN7C41,Azure,Cloud,Basic
XDMR7BJN7C41,GCP,Cloud,Basic
GJ8YSWV20K9J,AWS,Cloud,Basic
GJ8YSWV20K9J,NLP,ML,Basic
GJ8YSWV20K9J,PyTorch,ML,Advanced
GJ8YSWV20K9J,R,Programming,Intermediate
GJ8YSWV20K9J,Python,Programming,Advanced
GJ8YSWV20K9J,TensorFlow,ML,Basic
VRPAGTGIOLF6,Computer Vision,ML,Intermediate
VRPAGTGIOLF6,Azure,Cloud,Advanced
VRPAGTGIOLF6,TensorFlow,ML,Basic
VRPAGTGIOLF6,GCP,Cloud,Basic
VRPAGTGIOLF6,R,Programming,Intermediate
VRPAGTGIOLF6,SQL,Programming,Intermediate
EP46AGYGGFMN,PyTorch,ML,Advanced
EP46AGYGGFMN,Python,Programming,Intermediate
EP46AGYGGFMN,NLP,ML,Basic
EP46AGYGGFMN,SQL,Programming,Advanced
EP46AGYGGFMN,R,Programming,Advanced
75MCAYJE8NFR,SQL,Programming,Basic
75MCAYJE8NFR,R,Programming,Intermediate
75MCAYJE8NFR,GCP,Cloud,Basic
75MCAYJE8NFR,NLP,ML,Intermediate
57ZPQFGLYGWR,PyTorch,ML,Intermediate
57ZPQFGLYGWR,NLP,ML,Intermediate
57ZPQFGLYGWR,SQL,Programming,Advanced
FOQ6PK5MSSEW,Python,Programming,Basic
FOQ6PK5MSSEW,PyTorch,ML,Basic
FOQ6PK5MSSEW,TensorFlow,ML,Intermediate
FOQ6PK5MSSEW,R,Programming,Intermediate
FOQ6PK5MSSEW,Azure,Cloud,Basic
Y9KVGCPM5F50,TensorFlow,ML,Intermediate
Y9KVGCPM5F50,PyTorch,ML,Basic
Y9KVGCPM5F50,Computer Vision,ML,Intermediate
Y9KVGCPM5F50,NLP,ML,Intermediate
IX6XHGGO6ZHD,SQL,Programming,Basic
IX6XHGGO6ZHD,Scikit-learn,ML,Intermediate
IX6XHGGO6ZHD,Computer Vision,ML,Advanced
TGDL970SDOTA,R,Programming,Advanced
TGDL970SDOTA,Scikit-learn,ML,Intermediate
TGDL970SDOTA,NLP,ML,Intermediate
TGDL970SDOTA,GCP,Cloud,Intermediate
S40W58CM1YIR,Python,Programming,Advanced
S40W58CM1YIR,Azure,Cloud,Basic
S40W58CM1YIR,GCP,Cloud,Intermediate
S40W58CM1YIR,PyTorch,ML,Intermediate
2ANPS4INCO8O,R,Programming,Intermediate
2ANPS4INCO8O,TensorFlow,ML,Intermediate
2ANPS4INCO8O,NLP,ML,Intermediate
2ANPS4INCO8O,Scikit-learn,ML,Advanced
78D29F8PX71M,Scikit-learn,ML,Advanced
78D29F8PX71M,TensorFlow,ML,Advanced
78D29F8PX71M,PyTorch,ML,Basic
78D29F8PX71M,R,Programming,Basic
46RXOZ5CUWXG,GCP,Cloud,Advanced
46RXOZ5CUWXG,Scikit-learn,ML,Intermediate
46RXOZ5CUWXG,SQL,Programming,Basic
46RXOZ5CUWXG,PyTorch,ML,Basic
46RXOZ5CUWXG,AWS,Cloud,Advanced
DO7YFKPI9BYQ,Python,Programming,Advanced
DO7YFKPI9BYQ,TensorFlow,ML,Intermediate
DO7YFKPI9BYQ,GCP,Cloud,Advanced
DO7YFKPI9BYQ,Scikit-learn,ML,Basic
DO7YFKPI9BYQ,SQL,Programming,Basic
6M2XG2RW97RS,Azure,Cloud,Intermediate
6M2XG2RW97RS,Python,Programming,Basic
6M2XG2RW97RS,PyTorch,ML,Advanced
6M2XG2RW97RS,SQL,Programming,Advanced
6M2XG2RW97RS,AWS,Cloud,Advanced
GIQT67F2HEQY,NLP,ML,Basic
GIQT67F2HEQY,SQL,Programming,Advanced
GIQT67F2HEQY,Python,Programming,Advanced
GIQT67F2HEQY,TensorFlow,ML,Advanced
T86R5KXSOLVQ,Scikit-learn,ML,Intermediate
T86R5KXSOLVQ,TensorFlow,ML,Intermediate
T86R5KXSOLVQ,Python,Programming,Basic
T86R5KXSOLVQ,PyTorch,ML,Basic
T86R5KXSOLVQ,NLP,ML,Advanced
T86R5KXSOLVQ,SQL,Programming,Basic
O94I4MWNA3MI,SQL,Programming,Intermediate
O94I4MWNA3MI,TensorFlow,ML,Intermediate
O94I4MWNA3MI,Computer Vision,ML,Intermediate
U0E2D5219ZAG,R,Programming,Advanced
U0E2D5219ZAG,Computer Vision,ML,Basic
U0E2D5219ZAG,Scikit-learn,ML,Basic
U0E2D5219ZAG,SQL,Programming,Intermediate
BLB5Y97LA7FG,TensorFlow,ML,Advanced
BLB5Y97LA7FG,Azure,Cloud,Advanced
BLB5Y97LA7FG,AWS,Cloud,Intermediate
BLB5Y97LA7FG,SQL,Programming,Basic
BLB5Y97LA7FG,R,Programming,Advanced
O7INK68GARYE,TensorFlow,ML,Intermediate
O7INK68GARYE,GCP,Cloud,Advanced
O7INK68GARYE,R,Programming,Basic
XUBC6A41L12I,NLP,ML,Intermediate
XUBC6A41L12I,Scikit-learn,ML,Basic
XUBC6A41L12I,Computer Vision,ML,Intermediate
XUBC6A41L12I,Azure,Cloud,Basic
IGDXBZ392N9B,TensorFlow,ML,Basic
IGDXBZ392N9B,GCP,Cloud,Basic
IGDXBZ392N9B,Computer Vision,ML,Basic
IGDXBZ392N9B,Scikit-learn,ML,Basic
IGDXBZ392N9B,SQL,Programming,Basic
5PKXUNDMFZ5W,R,Programming,Intermediate
5PKXUNDMFZ5W,Computer Vision,ML,Basic
5PKXUNDMFZ5W,TensorFlow,ML,Advanced
5PKXUNDMFZ5W,AWS,Cloud,Advanced
W67VZO05D8L8,Python,Programming,Advanced
W67VZO05D8L8,Computer Vision,ML,Basic
W67VZO05D8L8,SQL,Programming,Advanced
W67VZO05D8L8,GCP,Cloud,Advanced
3LNKOH67P7Q4,TensorFlow,ML,Intermediate
3LNKOH67P7Q4,SQL,Programming,Intermediate
3LNKOH67P7Q4,NLP,ML,Advanced
3LNKOH67P7Q4,Computer Vision,ML,Advanced
L7XTR3GAE9DR,PyTorch,ML,Advanced
L7XTR3GAE9DR,AWS,Cloud,Basic
L7XTR3GAE9DR,Scikit-learn,ML,Advanced
L7XTR3GAE9DR,SQL,Programming,Basic
L7XTR3GAE9DR,Azure,Cloud,Advanced
L7XTR3GAE9DR,Python,Programming,Basic
YQT4XS3DF78Q,SQL,Programming,Intermediate
YQT4XS3DF78Q,AWS,Cloud,Intermediate
YQT4XS3DF78Q,GCP,Cloud,Intermediate
YQT4XS3DF78Q,R,Programming,Advanced
YQT4XS3DF78Q,Scikit-learn,ML,Intermediate
1X0L420Z5T84,AWS,Cloud,Intermediate
1X0L420Z5T84,TensorFlow,ML,Intermediate
1X0L420Z5T84,NLP,ML,Intermediate
1X0L420Z5T84,PyTorch,ML,Advanced
1X0L420Z5T84,GCP,Cloud,Advanced
8Z44J9LKOPJ1,SQL,Programming,Advanced
8Z44J9LKOPJ1,Azure,Cloud,Basic
8Z44J9LKOPJ1,GCP,Cloud,Basic
8Z44J9LKOPJ1,Python,Programming,Advanced
2PSOI373DZWI,TensorFlow,ML,Advanced
2PSOI373DZWI,SQL,Programming,Basic
2PSOI373DZWI,R,Programming,Intermediate
JG7DP5ULP2XK,TensorFlow,ML,Basic
JG7DP5ULP2XK,GCP,Cloud,Advanced
JG7DP5ULP2XK,R,Programming,Intermediate
JG7DP5ULP2XK,AWS,Cloud,Intermediate
JG7DP5ULP2XK,Scikit-learn,ML,Advanced
JG7DP5ULP2XK,PyTorch,ML,Basic
X02W1ARVYXTU,Scikit-learn,ML,Intermediate
X02W1ARVYXTU,GCP,Cloud,Basic
X02W1ARVYXTU,R,Programming,Advanced
X02W1ARVYXTU,Python,Programming,Advanced
X02W1ARVYXTU,NLP,ML,Advanced
IADYW8WR4IJI,Azure,Cloud,Intermediate
IADYW8WR4IJI,Scikit-learn,ML,Intermediate
IADYW8WR4IJI,NLP,ML,Intermediate
DP1F84C3Z2LJ,Computer Vision,ML,Advanced
DP1F84C3Z2LJ,Azure,Cloud,Advanced
DP1F84C3Z2LJ,PyTorch,ML,Intermediate
DP1F84C3Z2LJ,Scikit-learn,ML,Basic
DP1F84C3Z2LJ,SQL,Programming,Intermediate
WUZJAWGA0XMV,Scikit-learn,ML,Advanced
WUZJAWGA0XMV,R,Programming,Advanced
WUZJAWGA0XMV,Python,Programming,Intermediate
WUZJAWGA0XMV,Azure,Cloud,Basic
WUZJAWGA0XMV,NLP,ML,Basic
WUZJAWGA0XMV,GCP,Cloud,Advanced
OSOH5V6KPWDM,Azure,Cloud,Intermediate
OSOH5V6KPWDM,PyTorch,ML,Intermediate
OSOH5V6KPWDM,SQL,Programming,Basic
OSOH5V6KPWDM,Scikit-learn,ML,Intermediate
OSOH5V6KPWDM,GCP,Cloud,Advanced
OSOH5V6KPWDM,AWS,Cloud,Basic
ST0XO2DE83QU,SQL,Programming,Advanced
ST0XO2DE83QU,Scikit-learn,ML,Intermediate
ST0XO2DE83QU,Azure,Cloud,Basic
ST0XO2DE83QU,PyTorch,ML,Advanced
ORM3ZH476EGQ,PyTorch,ML,Intermediate
ORM3ZH476EGQ,NLP,ML,Advanced
ORM3ZH476EGQ,AWS,Cloud,Basic
ORM3ZH476EGQ,Python,Programming,Basic
ORM3ZH476EGQ,R,Programming,Advanced
RFLRZ5G2YLFV,NLP,ML,Basic
RFLRZ5G2YLFV,GCP,Cloud,Advanced
RFLRZ5G2YLFV,SQL,Programming,Intermediate
XQWWFB4LUX4L,TensorFlow,ML,Intermediate
XQWWFB4LUX4L,Python,Programming,Intermediate
XQWWFB4LUX4L,Scikit-learn,ML,Intermediate
XQWWFB4LUX4L,AWS,Cloud,Intermediate
R2ZIK2RQMFSW,GCP,Cloud,Intermediate
R2ZIK2RQMFSW,Computer Vision,ML,Intermediate
R2ZIK2RQMFSW,Scikit-learn,ML,Advanced
R2ZIK2RQMFSW,PyTorch,ML,Basic
R2ZIK2RQMFSW,TensorFlow,ML,Intermediate
D5CXBBLN1B5O,NLP,ML,Basic
D5CXBBLN1B5O,GCP,Cloud,Basic
D5CXBBLN1B5O,AWS,Cloud,Basic
D5CXBBLN1B5O,Python,Programming,Intermediate
D5CXBBLN1B5O,PyTorch,ML,Advanced
D5CXBBLN1B5O,TensorFlow,ML,Intermediate
3EIGBRI154R7,TensorFlow,ML,Basic
3EIGBRI154R7,AWS,Cloud,Basic
3EIGBRI154R7,GCP,Cloud,Intermediate
99UPSRGI9P8T,Azure,Cloud,Intermediate
99UPSRGI9P8T,R,Programming,Advanced
99UPSRGI9P8T,GCP,Cloud,Intermediate
99UPSRGI9P8T,Python,Programming,Advanced
99UPSRGI9P8T,Scikit-learn,ML,Basic
NWCQTJVU1IAP,AWS,Cloud,Intermediate
NWCQTJVU1IAP,Python,Programming,Intermediate
NWCQTJVU1IAP,GCP,Cloud,Advanced
NWCQTJVU1IAP,TensorFlow,ML,Advanced
NWCQTJVU1IAP,NLP,ML,Advanced
NWCQTJVU1IAP,R,Programming,Intermediate
QYUOLNLPR9A6,Azure,Cloud,Basic
QYUOLNLPR9A6,Python,Programming,Advanced
QYUOLNLPR9A6,NLP,ML,Intermediate
QYUOLNLPR9A6,R,Programming,Advanced
DESY3U0SL3E6,Computer Vision,ML,Basic
DESY3U0SL3E6,TensorFlow,ML,Intermediate
DESY3U0SL3E6,R,Programming,Advanced
DESY3U0SL3E6,GCP,Cloud,Intermediate
0HCN1D53I0QA,NLP,ML,Intermediate
0HCN1D53I0QA,R,Programming,Basic
0HCN1D53I0QA,Computer Vision,ML,Basic
0HCN1D53I0QA,Python,Programming,Intermediate
1ID2CPDD8L0A,SQL,Programming,Basic
1ID2CPDD8L0A,NLP,ML,Intermediate
1ID2CPDD8L0A,TensorFlow,ML,Advanced
1ID2CPDD8L0A,Scikit-learn,ML,Advanced
1ID2CPDD8L0A,Python,Programming,Advanced
IRCQ1HUXADTE,Scikit-learn,ML,Basic
IRCQ1HUXADTE,NLP,ML,Basic
IRCQ1HUXADTE,TensorFlow,ML,Basic
IRCQ1HUXADTE,R,Programming,Intermediate
O3QYEPJRF57C,Scikit-learn,ML,Advanced
O3QYEPJRF57C,PyTorch,ML,Advanced
O3QYEPJRF57C,R,Programming,Basic
O3QYEPJRF57C,SQL,Programming,Advanced
N6PWE3960BMT,TensorFlow,ML,Advanced
N6PWE3960BMT,GCP,Cloud,Basic
N6PWE3960BMT,Computer Vision,ML,Basic
N6PWE3960BMT,R,Programming,Advanced
DV28O470JP8Q,Python,Programming,Intermediate
DV28O470JP8Q,R,Programming,Intermediate
DV28O470JP8Q,Scikit-learn,ML,Basic
DV28O470JP8Q,PyTorch,ML,Basic
DV28O470JP8Q,SQL,Programming,Advanced
8J7W6977XP2K,TensorFlow,ML,Intermediate
8J7W6977XP2K,GCP,Cloud,Basic
8J7W6977XP2K,PyTorch,ML,Basic
8J7W6977XP2K,Azure,Cloud,Advanced
8J7W6977XP2K,SQL,Programming,Basic
0YB9C55C5MWB,TensorFlow,ML,Intermediate
0YB9C55C5MWB,Scikit-learn,ML,Basic
0YB9C55C5MWB,NLP,ML,Basic
0YB9C55C5MWB,Azure,Cloud,Basic
MSABBKAZJMWN,Azure,Cloud,Basic
MSABBKAZJMWN,NLP,ML,Intermediate
MSABBKAZJMWN,Scikit-learn,ML,Intermediate
MSABBKAZJMWN,Computer Vision,ML,Advanced
9TV4OEPC8TZV,Azure,Cloud,Basic
9TV4OEPC8TZV,Computer Vision,ML,Intermediate
9TV4OEPC8TZV,Scikit-learn,ML,Advanced
9TV4OEPC8TZV,AWS,Cloud,Basic
9TV4OEPC8TZV,R,Programming,Intermediate
GXCYNLAIMA57,Computer Vision,ML,Intermediate
GXCYNLAIMA57,NLP,ML,Intermediate
GXCYNLAIMA57,Scikit-learn,ML,Basic
GXCYNLAIMA57,AWS,Cloud,Basic
GXCYNLAIMA57,GCP,Cloud,Intermediate
48X533DB8I3Z,R,Programming,Basic
48X533DB8I3Z,NLP,ML,Basic
48X533DB8I3Z,PyTorch,ML,Advanced
48X533DB8I3Z,Azure,Cloud,Basic
48X533DB8I3Z,Python,Programming,Basic
48X533DB8I3Z,TensorFlow,ML,Basic
DS7KVK1XV1JL,PyTorch,ML,Intermediate
DS7KVK1XV1JL,TensorFlow,ML,Advanced
DS7KVK1XV1JL,GCP,Cloud,Basic
DS7KVK1XV1JL,Computer Vision,ML,Basic
5WJ0Y17VZ2QZ,TensorFlow,ML,Intermediate
5WJ0Y17VZ2QZ,R,Programming,Advanced
5WJ0Y17VZ2QZ,PyTorch,ML,Advanced
5WJ0Y17VZ2QZ,Python,Programming,Intermediate
5WJ0Y17VZ2QZ,SQL,Programming,Intermediate
5WJ0Y17VZ2QZ,Scikit-learn,ML,Intermediate
ULM1T6I8UXK0,AWS,Cloud,Basic
ULM1T6I8UXK0,Azure,Cloud,Intermediate
ULM1T6I8UXK0,TensorFlow,ML,Advanced
ULM1T6I8UXK0,Scikit-learn,ML,Advanced
ULM1T6I8UXK0,PyTorch,ML,Basic
XYR24QHTLJFE,GCP,Cloud,Basic
XYR24QHTLJFE,SQL,Programming,Intermediate
XYR24QHTLJFE,Computer Vision,ML,Basic
XYR24QHTLJFE,TensorFlow,ML,Basic
XYR24QHTLJFE,PyTorch,ML,Basic
XYR24QHTLJFE,Azure,Cloud,Intermediate
P3PYOCVVV6F4,Azure,Cloud,Basic
P3PYOCVVV6F4,PyTorch,ML,Advanced
P3PYOCVVV6F4,SQL,Programming,Basic
5R7A2P4LEW4P,TensorFlow,ML,Basic
5R7A2P4LEW4P,Azure,Cloud,Advanced
5R7A2P4LEW4P,Scikit-learn,ML,Basic
KJQ879JMQ48B,NLP,ML,Intermediate
KJQ879JMQ48B,Python,Programming,Intermediate
KJQ879JMQ48B,PyTorch,ML,Advanced
KJQ879JMQ48B,Azure,Cloud,Basic
KJQ879JMQ48B,GCP,Cloud,Basic
KX2Y5L3EOWR8,TensorFlow,ML,Basic
KX2Y5L3EOWR8,NLP,ML,Basic
KX2Y5L3EOWR8,GCP,Cloud,Intermediate
KX2Y5L3EOWR8,PyTorch,ML,Intermediate
KX2Y5L3EOWR8,AWS,Cloud,Basic
XO41OIMJGZ9A,GCP,Cloud,Advanced
XO41OIMJGZ9A,R,Programming,Intermediate
XO41OIMJGZ9A,Python,Programming,Basic
XO41OIMJGZ9A,SQL,Programming,Intermediate
XO41OIMJGZ9A,Azure,Cloud,Advanced
XO41OIMJGZ9A,NLP,ML,Intermediate
EWZFOLSUCZUJ,AWS,Cloud,Basic
EWZFOLSUCZUJ,Computer Vision,ML,Advanced
EWZFOLSUCZUJ,NLP,ML,Intermediate
EWZFOLSUCZUJ,GCP,Cloud,Basic
EWZFOLSUCZUJ,TensorFlow,ML,Intermediate
BW2P5JG6V39H,GCP,Cloud,Advanced
BW2P5JG6V39H,Azure,Cloud,Basic
BW2P5JG6V39H,Computer Vision,ML,Intermediate
BW2P5JG6V39H,AWS,Cloud,Advanced
BW2P5JG6V39H,TensorFlow,ML,Basic
BW2P5JG6V39H,SQL,Programming,Advanced
MR5QSFRPK9VO,Computer Vision,ML,Advanced
MR5QSFRPK9VO,NLP,ML,Basic
MR5QSFRPK9VO,PyTorch,ML,Basic
MR5QSFRPK9VO,AWS,Cloud,Advanced
MR5QSFRPK9VO,Azure,Cloud,Intermediate
MR5QSFRPK9VO,R,Programming,Advanced
VMDVMWTRSHRB,TensorFlow,ML,Intermediate
VMDVMWTRSHRB,SQL,Programming,Advanced
VMDVMWTRSHRB,Computer Vision,ML,Basic
VMDVMWTRSHRB,PyTorch,ML,Advanced
H1KG9UZ1KKTD,R,Programming,Intermediate
H1KG9UZ1KKTD,SQL,Programming,Basic
H1KG9UZ1KKTD,Computer Vision,ML,Basic
H1KG9UZ1KKTD,Scikit-learn,ML,Advanced
